alpha_id,Bias,MSE,n_eff,Rhat
a01,0.0075183415887413,6.39457405060579e-05,203.042267041146,1.00325179601253
a11,0.0282213326684693,0.000827900665123103,153.07924982301,1.00452829916529
a20,0.00448215882428807,2.24819968806267e-05,226.722073576067,1.00319642820445
a21,0.0587883099174712,0.00347114121062027,157.479994969296,1.00454706080123
