alpha_id,Bias,MSE,n_eff,Rhat
a01,0.0318152656221862,0.00109686174908385,153.315801396684,1.00370671142153
a11,0.0280597476834828,0.000824707638868821,151.180771089612,1.00345874561628
a20,0.016544834391005,0.000305458660064598,185.673646316264,1.00260331649462
a21,0.0561715843801756,0.00319541996032277,153.284107360257,1.00423030635007
