alpha_id,Bias,MSE,n_eff,Rhat
a01,0.0200895342841709,0.000533276879950521,139.683687356517,1.00685226644738
a11,0.0220434541828288,0.000614136525401645,153.387281937104,1.00570238225113
a20,0.00843341504555141,8.97252674299867e-05,165.262585790035,1.00349671546662
a21,0.0418910614341608,0.00194760198152536,164.81060350454,1.00388224410017
