alpha_id,Bias,MSE,n_eff,Rhat
a01,0.0123481984675655,0.000258194078759168,150.067281692224,1.00699178132593
a11,0.0150293876042105,0.000344691870743302,159.921778033387,1.00596656495452
a20,0.00407338193287816,3.00975139455902e-05,155.623695087113,1.00562926440596
a21,0.0259875947428709,0.000947862126232017,160.692899437925,1.00589097088494
