alpha_id,Bias,MSE,n_eff,Rhat
a01,0.0244587537881599,0.000757657690687286,111.580843214772,1.00779758452122
a11,0.0200474524881497,0.000495551500740168,128.594117177946,1.00587539076113
a20,0.00749521281795802,8.93292916323226e-05,138.67546956395,1.00486556147325
a21,0.0308418191639289,0.00118914774423048,139.15372942656,1.00499778139372
