V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0.0070477040849162,0.0478728775897805,0.00241488219299966,0.0544984989029825,451.809328871629,571.175806699045,578.24507816459,598.456097829291,1.00268827032724,1.00114877385559,0.99940300638198,0.999455901988347
0.0135712293285304,0.0357360752783971,0.00276962783957483,0.0533754575964751,348.790351257993,538.366156185995,477.447859065237,517.477581735964,1.0005213246086,0.999601282784988,1.00246073035365,1.00135134435342
0.0281643599668013,0.0176504811168678,0.00087608103230977,0.0734210459768717,389.128096431717,461.627207799029,449.785128418387,449.703791108601,1.00100447155688,1.00032495076229,0.999705934298404,0.999614242649982
0.00616334701324077,0.0499018364617015,0.00128621951492262,0.0676310324055627,385.276511044465,437.605378622527,408.43006754879,501.395082523105,0.999353657001267,0.999475596552877,1.00009206540546,1.00203836823311
0.00785984092933157,0.042813567996534,0.00156275313709108,0.0643192273060004,496.031864089274,497.512189151907,457.666234201059,428.015843908824,0.999789285082193,0.999333114506211,0.999881389904196,0.999479559332688
0.0239291247181912,0.0184388140776322,0.00147694399454461,0.0632504805425122,453.671231250548,530.800601194657,495.989233159095,486.589199140459,1.00068566239394,1.00009146701192,1.00032769459359,0.999648246375122
0.0134341436917651,0.0320691081041986,0.00309215278314447,0.050346323027278,473.85222986139,527.377693888666,450.335065795733,473.83011750631,1.00117890184326,1.00167166660326,1.00185129434617,0.999461676245426
0.0218559032918988,0.023831584607071,0.000855021650339029,0.0767236655464689,298.358871225511,353.241932484752,445.430932808472,344.718099270334,0.999988906370302,0.999989202579561,1.00353212118261,1.00021182742964
0.00564176385140076,0.0507012607614541,0.00271585736156433,0.0550341516229303,524.262446194945,411.38244755942,403.683449871241,479.013839842741,1.00431151715989,1.00512815722706,1.00014047313697,1.00370233812498
0.00481552126016198,0.0557614887491852,0.00208665221610636,0.0577389789524209,233.792439551286,254.48587121792,797.061242513841,627.182436785963,1.00227152165623,1.0005498714119,0.999982061210377,1.00191577856197
0.00310725225618598,0.0624141330704799,0.000809577811445926,0.0745648947911587,464.43085494174,395.122466505986,506.257762669215,506.90074063782,0.999354808530584,0.999694790277706,0.999489667783138,0.99934379133523
0.00682809115853675,0.0464851817191866,0.00284143366739676,0.0522867574019797,381.561974601239,439.24583102311,367.545719766128,459.073306795983,0.999906292267566,0.999450374153454,1.00049197882676,1.00318782217257
0.0069640308021098,0.04670388638463,0.00089964792470053,0.0747269225468608,515.174728448788,521.59754219887,551.907629367151,509.061272804116,1.00235459665173,0.999904373436793,0.999338648449412,1.00006612393543
0.0049234146702619,0.0533999661976777,0.00280710430002815,0.0511527877857241,506.995339468979,537.164935421064,660.112880438707,614.282009281737,0.99933587579801,0.999351326000022,0.999373647127873,0.999351195563781
0.00970884190093816,0.0418458525645888,0.00102926031570723,0.0717856307136696,547.645051442906,527.406413728069,511.390258860175,507.620365353499,1.00304485636084,1.00290615578012,1.00446284170399,1.00268902618276
0.00351072091167332,0.0615257624989582,0.000851321469033279,0.0752506998267572,582.050617180044,504.625162014316,493.716469518814,490.939237372119,1.00235584796037,1.00473302795018,0.999387839737991,0.999597253698704
0.00651831390279629,0.0482503366343158,0.00108364191181419,0.0710787413036261,487.178633962016,456.642288183301,609.332086124528,439.634575264319,0.99936133836561,0.999509653736251,1.00409229679887,1.0015964599989
0.0103751500963723,0.0402753863341119,0.0013540924795903,0.0657290721521389,482.180912935221,442.372233847576,458.454219352006,462.740216490332,1.00145406399633,1.00021122145358,1.00193701825684,1.00150738908632
0.00508331308498255,0.0527707439636166,0.00108220345589086,0.0717135791144435,471.605838360551,426.654985744507,417.600724759194,394.05542595936,1.00103008310189,1.00034386909108,1.00322613557713,1.00097680558141
0.00867678105135985,0.0432731152051184,0.00132233155249194,0.0672840912857783,448.564296419776,466.439652060367,469.679158947753,459.024615580559,1.00139728573758,1.00162306371965,1.01120382353107,1.00749136604974
0.0172775772226224,0.0265399742873194,0.00288438136089993,0.0508924026699212,395.634889199875,534.262555069179,311.885099037982,465.790594818056,0.999497251585012,0.999961257419511,0.999737127521375,1.00323802679251
0.0170453673235928,0.027946788941077,0.00180884711456725,0.0598607657436637,530.850536039688,580.632979880714,506.672414613081,435.22690725332,1.00033258148695,1.00046296400998,0.999486980663091,0.999501857488571
0.00963579707068444,0.0405362087178399,0.00281802499713521,0.0493826848935154,421.5074449368,394.487940407474,696.348831316758,549.478772858356,1.0029936763421,1.00241383765956,1.00354282838935,1.00510921467781
0.0106999010980535,0.0401687143365909,0.00175815182416789,0.0589927155537353,426.104612485782,394.613540131339,438.208804722412,384.136176717399,1.00117676272168,1.00386830984845,0.99973485006095,1.00040870598358
0.0242418849130608,0.0210985365796288,0.000574868606950285,0.0796467633163793,351.353547638307,429.477717355744,485.769491862516,362.36386732012,1.00188547487189,1.00031924994469,0.99951414287491,0.999738288780927
0.0271223759298749,0.0173996537237567,0.000957455675729446,0.0722153903062309,375.519853062548,445.439737966599,427.352494954344,404.496062288392,0.999716613889205,1.00009994688119,0.999988476212523,0.999339918544174
0.00462564624816131,0.0556711512811646,0.00197571060549122,0.0597629667626866,470.716593975373,600.477834921797,366.962048359076,530.944758672206,0.999337839000953,1.00029739980113,1.00078679318359,1.00264630885993
0.0115727326850736,0.0363197542419399,0.00396829795327559,0.0452173754098216,318.465092723374,437.912740970531,415.563207374297,454.511484326854,0.999412620766227,0.999352217694126,1.00016347411759,0.999972650631458
0.00291764121687501,0.0652161469151282,0.00449272986624034,0.0433056847961403,570.501179687937,445.436204134151,285.368183967658,367.470131442267,0.999642923640978,0.999348891682887,1.00308532836628,1.00160126377866
0.00605605033934202,0.0485475753807134,0.000358387337380473,0.0900776409791599,468.958612804939,556.371547738543,501.719144965169,480.542791185455,1.00383988550073,1.00076429238847,0.999840378898383,0.999924325030742
0.0074777717867201,0.0451903435104075,0.00281608355595648,0.0540749157296702,490.119053040001,533.780846509801,444.913982331799,350.393800065635,1.00001817230495,0.999409631601038,1.00026149849755,1.002138481653
0.0129835951573496,0.0347124462823041,0.00225686278079057,0.056178319177091,387.617518012192,460.287421099941,552.736852990232,561.041539147001,0.999844108910857,1.00069374995872,1.00184343247329,1.00264155614174
0.00911984834790882,0.0412066496209425,0.000477134938656457,0.0864917637482501,432.955690260645,483.168203286172,306.067408813554,264.27092777995,0.999984299293501,1.00161795062107,1.0055374127585,1.00563213958765
0.00409735033920566,0.0585908411741713,0.0017784735216082,0.0636812246338937,535.231376280664,530.784956098232,614.226725746502,688.2018353779,0.999418293604901,0.999485854452245,0.999371140325968,1.00024412920656
0.00755853979753236,0.0447043256328925,0.00312943761037148,0.0476124206149077,404.441747523834,488.962477103279,583.139341476641,579.631221079292,1.00094474489315,1.00032470297971,0.999346187671114,0.999695882255723
0.0102501943709037,0.0387820945778307,0.00192853164838186,0.0592351005039678,472.210723599817,497.726029150082,614.911101720915,476.548101001183,1.00010044602325,0.999849792137621,0.99939959482224,1.00107707294869
