alpha_id,Bias,MSE,n_eff,Rhat
a01,0.0361432651415309,0.00137254017023907,152.516734194374,1.00502178662542
a11,0.0251325600476059,0.000670963958308533,156.979302563084,1.00494864236413
a20,0.0230242541453856,0.000595799537243624,183.941543397125,1.00283852897984
a21,0.0554748792124608,0.00311546118340655,169.60264479602,1.00349179233664
